date, pm25, pm10, o3, no2,region
2019/12/19, 34, 6, 27, 4,normandie
2019/12/20, 18, 10, 30, 2,normandie
2019/12/21, 24, 10, 31, 3,normandie
2019/12/22, 22, 18, 27, 5,normandie
2019/12/23, 32, 17, 29, 3,normandie
2019/12/24, 35, 12, 28, 7,normandie
2019/12/25, 29, 12, 27, 4,normandie
2019/12/26, 32, 10, 30, 9,normandie
2019/12/27, 26, 14, 17, 11,normandie
2019/12/28, 52, 15, 13, 8,normandie
2019/12/29, 56, , , ,normandie
2019/7/17, 32, 12, 26, 3,normandie
2019/7/18, 27, 12, 24, 2,normandie
2019/7/19, 20, 8, 25, 1,normandie
2019/7/20, 23, 7, 25, 1,normandie
2019/7/21, 15, 11, 29, 5,normandie
2019/7/22, 25, 21, 52, 5,normandie
2019/7/23, 39, 23, 40, 3,normandie
2019/7/24, 47, 29, 50, 7,normandie
2019/7/25, 52, 12, 22, 3,normandie
2019/7/26, 28, 17, 29, 1,normandie
2019/7/27, 22, 12, 29, 1,normandie
2019/7/28, 23, 13, 35, 3,normandie
2019/7/29, 18, 17, 27, 1,normandie
2019/7/30, 27, 10, 22, 1,normandie
2019/7/31, 16, 11, 27, 2,normandie
2019/8/1, 23, 20, 37, 5,normandie
2019/8/2, 32, 15, 36, 5,normandie
2019/8/3, 33, 15, 37, 3,normandie
2019/8/4, 32, 8, 21, 2,normandie
2019/8/5, 19, 10, 24, 3,normandie
2019/8/6, 20, 9, 26, 2,normandie
2019/8/7, 19, 9, 28, 3,normandie
2019/8/8, 17, 10, 26, 2,normandie
2019/8/9, 20, 14, 28, 1,normandie
2019/8/10, 30, 12, 26, 1,normandie
2019/8/11, 23, 7, 26, 2,normandie
2019/8/12, 18, 7, 21, 3,normandie
2019/8/13, 18, 7, 25, 2,normandie
2019/8/14, 16, 10, 20, 1,normandie
2019/8/15, 19, 9, 23, 1,normandie
2019/8/16, 15, 7, 19, 2,normandie
2019/8/17, 20, 8, 29, 1,normandie
2019/8/18, 19, 12, 26, 2,normandie
2019/8/19, 21, 12, 33, 3,normandie
2019/8/20, 25, 13, 39, 6,normandie
2019/8/21, 27, 12, 40, 5,normandie
2019/8/22, 32, 15, 44, 6,normandie
2019/8/23, 34, 15, 50, 7,normandie
2019/8/24, 37, 13, 43, 4,normandie
2019/8/25, 38, 16, 39, 2,normandie
2019/8/26, 44, 17, 43, 5,normandie
2019/8/27, 48, 14, 27, 5,normandie
2019/8/28, 47, 8, 32, 3,normandie
2019/8/29, 21, 11, 36, 6,normandie
2019/8/30, 18, 11, 28, 5,normandie
2019/8/31, 24, 10, 28, 1,normandie
2019/9/1, 17, 12, 30, 3,normandie
2019/9/2, 17, 12, 28, 5,normandie
2019/9/3, 17, 11, 25, 5,normandie
2019/9/4, 20, 10, 29, 2,normandie
2019/9/5, 23, 13, 25, 5,normandie
2019/9/6, 25, 8, 25, 2,normandie
2019/9/7, 13, 8, 32, 2,normandie
2019/9/8, 16, 9, 24, 8,normandie
2019/9/9, 23, 9, 34, 6,normandie
2019/9/10, 25, 11, 19, 5,normandie
2019/9/11, 22, 3, 15, 4,normandie
2019/9/12, 9, 5, 17, 5,normandie
2019/9/13, 13, 13, 32, 4,normandie
2019/9/14, 27, 13, 34, 6,normandie
2019/9/15, 37, 15, 24, 8,normandie
2019/9/16, 37, 7, , 7,normandie
2019/9/17, 15, , , ,normandie
2019/9/19, 18, 17, 35, 5,normandie
2019/9/20, 23, 22, 38, 4,normandie
2019/9/21, 35, 11, 29, 2,normandie
2019/9/22, 26, 9, 24, 2,normandie
2019/9/23, 19, 7, 23, 3,normandie
2019/9/24, 18, 9, 22, 3,normandie
2019/9/25, 20, 5, 22, 4,normandie
2019/9/26, 20, 12, 24, 3,normandie
2019/9/27, 25, 9, 28, 2,normandie
2019/9/28, 22, 8, 27, 1,normandie
2019/9/29, 21, 10, 25, 4,normandie
2019/9/30, 21, 7, 24, 3,normandie
2017/1/2, 49, 28, 12, 19,normandie
2017/1/3, 70, 16, 19, 10,normandie
2017/1/4, 40, 22, 22, 23,normandie
2017/1/5, 46, 38, 6, 19,normandie
2017/1/6, 97, 26, 13, 9,normandie
2017/1/7, 74, 11, 15, 8,normandie
2017/1/8, 44, 9, 20, 7,normandie
2017/1/9, 30, 15, 22, 10,normandie
2017/1/10, 25, 17, 26, 7,normandie
2017/1/11, 30, 16, 27, 5,normandie
2017/1/12, 28, 12, 29, 5,normandie
2017/1/13, 18, 12, 30, 5,normandie
2017/1/14, 19, 7, 25, 5,normandie
2017/1/15, 17, 14, 20, 11,normandie
2017/1/16, 43, 25, 12, 16,normandie
2017/1/17, 75, 25, 15, 17,normandie
